ID,Traditional,Simplified,Pinyin,Meaning
B08313,行將,行将,xíngjiāng,
B08314,行進,行进,xíngjìn,
B08315,行徑,行径,xíngjìng,
A06794,行軍,行军,xíngjūn,
B08303,星空,星空,xīngkōng,
B08334,幸虧,幸亏,xìngkuī,
F810,幸虧,幸亏,xìngkuī,
A06795,行李,行李,xíngli,
Q501,行李,行李,xíngli,
B08316,行禮,行礼,xínglǐ,
B08295,興隆,兴隆,xīnglóng,
B08335,幸免,幸免,xìngmiǎn,
A06826,姓名,姓名,xìngmíng,
B08342,性命,性命,xìngmìng,
B08327,醒目,醒目,xǐngmù,
A06821,性能,性能,xìngnéng,
B08307,刑期,刑期,xíngqī,
A06778,興起,兴起,xīngqǐ,
A06781,星期,星期,xīngqī,
A06822,性情,性情,xìngqíng,
A06782,星球,星球,xīngqiú,
A06814,興趣,兴趣,xìngqù,
A06796,行人,行人,xíngrén,
F808,行人,行人,xíngrén,
A06815,杏仁,杏仁,xìngrén,
E090,杏仁兒,杏仁儿,xìngrénr,
A06805,形容,形容,xíngróng,
B08325,形容詞,形容词,xíngróngcí,
B08296,興盛,兴盛,xīngshèng,
A06791,刑事,刑事,xíngshì,
B08317,行事,行事,xíngshì,
A06806,形式,形式,xíngshì,
A06807,形勢,形势,xíngshì,
A06797,行使,行使,xíngshǐ,
A06798,行駛,行驶,xíngshǐ,
B08344,姓氏,姓氏,xìngshì,
B08297,興衰,兴衰,xīngshuāi,
A06808,形態,形态,xíngtài,
A06809,形體,形体,xíngtǐ,
B08304,星體,星体,xīngtǐ,
B08318,行頭,行头,xíngtou,
Q502,行頭,行头,xíngtou,
B08298,興亡,兴亡,xīngwáng,
B08299,興旺,兴旺,xīngwàng,
A06799,行爲,行为,xíngwéi,
B08319,行文,行文,xíngwén,
B08328,醒悟,醒悟,xǐngwù,
A06783,星系,星系,xīngxì,
A06810,形象,形象,xíngxiàng,
B08320,行銷,行销,xíngxiāo,
A06800,行星,行星,xíngxīng,
A06784,星星,星星,xīngxing,
F807,星星,星星,xīngxing,
Q499,星星,星星,xīngxing,
A06786,猩猩,猩猩,xīngxing,
Q500,猩猩,猩猩,xīngxing,
B08321,行凶,行凶,xíngxiōng,
B08300,興修,兴修,xīngxiū,
B08322,行醫,行医,xíngyī,
B08336,幸運,幸运,xìngyùn,
F811,幸運,幸运,xìngyùn,
A06785,星雲,星云,xīngyún,
B08337,幸災樂禍,幸灾乐祸,xìngzāi-lèhuò,
A06792,刑偵,刑侦,xíngzhēn,
A06801,行政,行政,xíngzhèng,
B08330,興致,兴致,xìngzhì,
A06823,性質,性质,xìngzhì,
A06811,形狀,形状,xíngzhuàng,
B08323,行裝,行装,xíngzhuāng,
A06824,性狀,性状,xìngzhuàng,
B08343,性子,性子,xìngzi,
Q503,性子,性子,xìngzi,
B08324,行蹤,行踪,xíngzōng,
A06802,行走,行走,xíngzǒu,
B08305,星座,星座,xīngzuò,
B08283,信函,信函,xìnhán,
A06767,信號,信号,xìnhào,
B08224,心慌,心慌,xīnhuāng,
B08261,新婚,新婚,xīnhūn,
B07971,細膩,细腻,xìnì,
B08225,心急,心急,xīnjí,
B08226,心計,心计,xīnjì,
B08227,心悸,心悸,xīnjì,
B08284,信件,信件,xìnjiàn,
B08228,心結,心结,xīnjié,
B08262,新近,新近,xīnjìn,
B08276,薪金,薪金,xīnjīn,
B08229,心境,心境,xīnjìng,
B08263,新居,新居,xīnjū,
B08230,心坎,心坎,xīnkǎn,
B08231,心口,心口,xīnkǒu,
A06746,辛苦,辛苦,xīnkǔ,
A06734,心曠神怡,心旷神怡,xīnkuàng-shényí,
B08255,辛辣,辛辣,xīnlà,
B08285,信賴,信赖,xìnlài,
B08264,新郎,新郎,xīnláng,
F805,新郎,新郎,xīnláng,
B08256,辛勞,辛劳,xīnláo,
B08232,心力,心力,xīnlì,
A06736,心理,心理,xīnlǐ,
A06737,心靈,心灵,xīnlíng,
B08233,心律,心律,xīnlǜ,
B08234,心率,心率,xīnlǜ,
B08235,心滿意足,心满意足,xīnmǎn-yìzú,
A06768,信念,信念,xìnniàn,
B08265,新年,新年,xīnnián,
A06755,新娘,新娘,xīnniáng,
B07964,戲弄,戏弄,xìnòng,
B08254,芯片,芯片,xīnpiàn,
B08236,心平氣和,心平气和,xīnpíng-qìhé,
A06756,新奇,新奇,xīnqí,
B08237,心切,心切,xīnqiē,
A06747,辛勤,辛勤,xīnqín,
A06738,心情,心情,xīnqíng,
A06748,欣然,欣然,xīnrán,
A06769,信任,信任,xìnrèn,
A06757,新人,新人,xīnrén,
A06749,欣賞,欣赏,xīnshǎng,
B08238,心神,心神,xīnshén,
B08239,心聲,心声,xīnshēng,
B08266,新生,新生,xīnshēng,
B08267,新生兒,新生儿,xīnshēng'ér,
B08286,信使,信使,xìnshǐ,
A06739,心事,心事,xīnshì,
B08240,心室,心室,xīnshì,
A06758,新式,新式,xīnshì,
B08268,新詩,新诗,xīnshī,
B08287,信守,信守,xìnshǒu,
B08269,新書,新书,xīnshū,
A06740,心思,心思,xīnsi,
Q498,心思,心思,xīnsi,
B08241,心酸,心酸,xīnsuān,
B08257,辛酸,辛酸,xīnsuān,
B08242,心態,心态,xīntài,
B08243,心疼,心疼,xīnténg,
B08244,心田,心田,xīntián,
B08288,信條,信条,xìntiáo,
B08245,心跳,心跳,xīntiào,
A06741,心頭,心头,xīntóu,
F804,心頭,心头,xīntóu,
A06770,信徒,信徒,xìntú,
B08289,信托,信托,xìntuō,
A06750,欣慰,欣慰,xīnwèi,
A06759,新聞,新闻,xīnwén,
A06771,信息,信息,xìnxī,
A06751,欣喜,欣喜,xīnxǐ,
B08246,心弦,心弦,xīnxián,
B08290,信箱,信箱,xìnxiāng,
A06772,信心,信心,xìnxīn,
A06762,新型,新型,xīnxíng,
A06761,新興,新兴,xīnxīng,
B08270,新星,新星,xīnxīng,
B08258,欣欣向榮,欣欣向荣,xīnxīnxiàngróng,
B08247,心胸,心胸,xīnxiōng,
B08271,新秀,新秀,xīnxiù,
B08249,心緒,心绪,xīnxù,
B08248,心虛,心虚,xīnxū,
B08272,新學,新学,xīnxué,
A06742,心血,心血,xīnxuè,
A06773,信仰,信仰,xìnyǎng,
B08250,心眼兒,心眼儿,xīnyǎnr,
E040,心眼兒,心眼儿,xīnyǎnr,
B08251,心意,心意,xīnyì,
B08273,新意,新意,xīnyì,
A06763,新穎,新颖,xīnyǐng,
A06774,信用,信用,xìnyòng,
B08291,信用卡,信用卡,xìnyòngkǎ,
B08292,信譽,信誉,xìnyù,
B08252,心願,心愿,xīnyuàn,
B08274,新月,新月,xīnyuè,
A06743,心臟,心脏,xīnzàng,
B08253,心照不宣,心照不宣,xīnzhào-bùxuān,
B08293,信紙,信纸,xìnzhǐ,
A06836,雄,雄,xióng,
A06838,熊,熊,xióng,
A06827,凶 [兇],凶,xiōng,
A06828,兄,兄,xiōng,
A06833,胸,胸,xiōng,
B08346,凶惡,凶恶,xiōng’è,
B08358,雄辯,雄辩,xióngbiàn,
B08345,凶殘,凶残,xiōngcán,
A06830,兄弟,兄弟,xiōngdi,
F812,兄弟,兄弟,xiōngdi,
Q504,兄弟,兄弟,xiōngdi,
A06829,兄弟,兄弟,xiōngdì,
B08347,凶犯,凶犯,xiōngfàn,
B08359,雄風,雄风,xióngfēng,
B08352,胸骨,胸骨,xiōnggǔ,
B08348,凶狠,凶狠,xiōnghěn,
B08360,雄厚,雄厚,xiónghòu,
B08353,胸懷,胸怀,xiōnghuái,
B08361,雄渾,雄浑,xiónghún,
B08354,胸襟,胸襟,xiōngjīn,
B08355,胸口,胸口,xiōngkǒu,
B08367,熊猫,熊猫,xióngmāo,
B08349,凶猛,凶猛,xiōngměng,
A06831,匈奴,匈奴,xiōngnú,
A06834,胸脯,胸脯,xiōngpú,
B08356,胸腔,胸腔,xiōngqiāng,
B08362,雄蕊,雄蕊,xióngruǐ,
B08350,凶手,凶手,xiōngshǒu,
A06835,胸膛,胸膛,xiōngtáng,
A06837,雄偉,雄伟,xióngwěi,
B08363,雄心,雄心,xióngxīn,
B08364,雄性,雄性,xióngxìng,
A06832,汹湧 [洶湧],汹涌,xiōngyǒng,
B08357,胸有成竹,胸有成竹,xiōngyǒuchéngzhú,
B08351,兄長,兄长,xiōngzhǎng,
B08365,雄壯,雄壮,xióngzhuàng,
B08366,雄姿,雄姿,xióngzī,
B07926,吸盤,吸盘,xīpán,
B07946,習氣,习气,xíqì,
B07937,稀奇,稀奇,xīqí,
B07959,喜慶,喜庆,xǐqìng,
A06482,戲曲,戏曲,xìqǔ,
A06440,吸取,吸取,xīqǔ,
B07938,稀缺,稀缺,xīquē,
B07960,喜人,喜人,xǐrén,
B07929,昔日,昔日,xīrì,
B07972,細弱,细弱,xìruò,
A06452,稀少,稀少,xīshǎo,
A06447,犧牲,牺牲,xīshēng,
B07961,喜事,喜事,xǐshì,
B07927,吸食,吸食,xīshí,
A06453,稀釋,稀释,xīshì,
A06441,吸收,吸收,xīshōu,
A06484,係數,系数,xìshù,
B07939,稀疏,稀疏,xīshū,
B07954,洗刷,洗刷,xǐshuā,
A06462,蟋蟀,蟋蟀,xīshuài,
B07928,吸吮,吸吮,xīshǔn,
A06465,習俗,习俗,xísú,
B07973,細碎,细碎,xìsuì,
B07965,戲台,戏台,xìtái,
B07947,習題,习题,xítí,
B07920,西天,西天,xītiān,
A06485,系統,系统,xìtǒng,
A06853,秀,秀,xiù,
A06856,綉,绣,xiù,
A06855,袖,袖,xiù,
A06857,銹,锈,xiù,
A06858,嗅,嗅,xiù,
A06852,朽,朽,xiǔ,
A06839,休,休,xiū,
A06842,修,修,xiū,
A06850,羞,羞,xiū,
B08383,修行,修行,xiū•xíng,
B08374,修補,修补,xiūbǔ,
B08390,秀才,秀才,xiùcai,
Q506,秀才,秀才,xiùcai,
B08375,修長,修长,xiūcháng,
A06851,羞耻,羞耻,xiūchǐ,
A06843,修辭,修辞,xiūcí,
B08376,修訂,修订,xiūdìng,
A06844,修復,修复,xiūfù,
A06845,修改,修改,xiūgǎi,
B08377,修好,修好,xiūhǎo,
B08396,綉花,绣花,xiùhuā,
B08368,休假,休假,xiūjià,
A06846,修建,修建,xiūjiàn,
B08378,修剪,修剪,xiūjiǎn,
B08397,嗅覺,嗅觉,xiùjué,
B08393,袖口,袖口,xiùkǒu,
B08386,羞愧,羞愧,xiūkuì,
A06854,秀麗,秀丽,xiùlì,
A06847,修理,修理,xiūlǐ,
B08379,修煉,修炼,xiūliàn,
B08391,秀美,秀美,xiùměi,
A06840,休眠,休眠,xiūmián,
B08380,修配,修配,xiūpèi,
B08392,秀氣,秀气,xiùqi,
Q507,秀氣,秀气,xiùqi,
B08387,羞怯,羞怯,xiūqiè,
B08388,羞辱,羞辱,xiūrǔ,
B08389,羞澀,羞涩,xiūsè,
B08381,修繕,修缮,xiūshàn,
B08382,修飾,修饰,xiūshì,
A06841,休息,休息,xiūxi,
Q505,休息,休息,xiūxi,
B08369,休閒,休闲,xiūxián,
B08370,休想,休想,xiūxiǎng,
B08371,休養,休养,xiūyǎng,
A06848,修養,修养,xiūyǎng,
B07121,宿營,宿营,xiǔyíng,
B08394,袖珍,袖珍,xiùzhēn,
A06849,修正,修正,xiūzhèng,
B08372,休整,休整,xiūzhěng,
B08384,修整,修整,xiūzhěng,
B08373,休止,休止,xiūzhǐ,
B08385,修築,修筑,xiūzhù,
B08395,袖子,袖子,xiùzi,
F813,袖子,袖子,xiùzi,
Q508,袖子,袖子,xiùzi,
A06444,希望,希望,xīwàng,
B07951,席位,席位,xíwèi,
B07974,細微,细微,xìwēi,
B07962,喜聞樂見,喜闻乐见,xǐwén-lèjiàn,
B07945,嬉戲,嬉戏,xīxì,
A06490,細小,细小,xìxiǎo,
F772,細小,细小,xìxiǎo,
A06460,嘻嘻哈哈,嘻嘻哈哈,xīxī-hāhā,
A06491,細心,细心,xìxīn,
B07933,悉心,悉心,xīxīn,
A06466,習性,习性,xíxìng,
A06457,熙熙攘攘,熙熙攘攘,xīxī-rǎngrǎng,
B07931,息息相關,息息相关,xīxī-xiāngguān,
B07930,唏噓,唏嘘,xīxū,
B07966,戲謔,戏谑,xìxuè,
B07963,喜訊,喜讯,xǐxùn,
F766,吸煙,吸烟,xīyān,
B07917,夕陽,夕阳,xīyáng,
B07942,蜥蜴,蜥蜴,xīyì,
B07921,西醫,西医,xīyī,
B07955,洗衣機,洗衣机,xǐyījī,
A06442,吸引,吸引,xīyǐn,
B07948,習以爲常,习以为常,xíyǐwéicháng,
B07940,稀有,稀有,xīyǒu,
B07922,西域,西域,xīyù,
B07967,戲院,戏院,xìyuàn,
A06479,喜悅,喜悦,xǐyuè,
A06473,洗澡,洗澡,xǐzǎo,
F770,洗澡,洗澡,xǐzǎo,
B07975,細則,细则,xìzé,
A06492,細緻,细致,xìzhì,
B07923,西裝,西装,xīzhuāng,
B07952,席子,席子,xízi,
Q478,席子,席子,xízi,
B07949,習作,习作,xízuò,
A06865,徐,徐,xú,
A06871,序,序,xù,
A06872,叙 [敘],叙,xù,
A06875,緒,绪,xù,
A06876,續,续,xù,
A06877,絮,絮,xù,
A06878,蓄,蓄,xù,
A06866,許,许,xǔ,
A06859,戌,戌,xū,
A06860,須／鬚,须,xū,
A06861,虛,虚,xū,
B06683,噓,嘘,xū,
A06862,需,需,xū,
A06890,玄,玄,xuán,
A06891,懸,悬,xuán,
A06897,選,选,xuǎn,
A06903,癬,癣,xuǎn,
A06880,宣,宣,xuān,
A06894,旋／鏇,旋,xuán / xuàn,
A06898,選拔,选拔,xuǎnbá,
B08443,選編,选编,xuǎnbiān,
A06881,宣布,宣布,xuānbù,
B08428,宣稱,宣称,xuānchēng,
A06882,宣傳,宣传,xuānchuán,
B08429,宣讀,宣读,xuāndú,
B08455,旋風,旋风,xuànfēng,
B08436,懸浮,悬浮,xuánfú,
A06883,宣告,宣告,xuāngào,
B08444,選購,选购,xuǎngòu,
A06892,懸掛,悬挂,xuánguà,
A06886,喧嘩,喧哗,xuānhuá,
B08441,旋即,旋即,xuánjí,
B08435,玄機,玄机,xuánjī,
B08445,選集,选集,xuǎnjí,
B08430,宣講,宣讲,xuānjiǎng,
A06899,選舉,选举,xuǎnjǔ,
B08437,懸空,悬空,xuánkōng,
A06905,絢麗,绚丽,xuànlì,
A06895,旋律,旋律,xuánlǜ,
B08446,選民,选民,xuǎnmín,
A06887,喧鬧,喧闹,xuānnào,
B08438,懸念,悬念,xuánniàn,
B08447,選派,选派,xuǎnpài,
B08431,宣判,宣判,xuānpàn,
B08448,選票,选票,xuǎnpiào,
B08449,選聘,选聘,xuǎnpìn,
B08450,選取,选取,xuǎnqǔ,
A06906,渲染,渲染,xuànrǎn,
A06879,軒然大波,轩然大波,xuānrán-dàbō,
A06888,喧嚷,喧嚷,xuānrǎng,
B08439,懸賞,悬赏,xuánshǎng,
B08432,宣誓,宣誓,xuānshì,
A06900,選手,选手,xuǎnshǒu,
A06893,懸殊,悬殊,xuánshū,
B08451,選送,选送,xuǎnsòng,
B08452,選題,选题,xuǎntí,
B08442,旋渦,旋涡,xuánwō,
A06889,喧囂,喧嚣,xuānxiāo,
B08433,宣泄,宣泄,xuānxiè,
B08440,懸崖,悬崖,xuányá,
A06884,宣言,宣言,xuānyán,
A06885,宣揚,宣扬,xuānyáng,
A06904,炫耀,炫耀,xuànyào,
A06901,選用,选用,xuǎnyòng,
B08454,眩暈,眩晕,xuànyùn,
A06902,選擇,选择,xuǎnzé,
B08434,宣戰,宣战,xuānzhàn,
B08453,選種,选种,xuǎnzhǒng,
A06896,旋轉,旋转,xuánzhuàn,
F817,旋轉,旋转,xuánzhuǎn,
F816,絮叨,絮叨,xùdao,
B08425,蓄電池,蓄电池,xùdiànchí,
A06867,許多,许多,xǔduō,
F815,許多,许多,xǔduō,
A06910,穴,穴,xué,
A06911,學,学,xué,
A06926,雪,雪,xuě,
A06908,靴,靴,xuē,
A06909,薛,薛,xuē,
A06723,血,血,xuě / xuè,
A06927,雪白,雪白,xuěbái,
F820,雪白,雪白,xuěbái,
B08460,學報,学报,xuébào,
B08487,血泊,血泊,xuèbó,
B08461,學費,学费,xuéfèi,
B08462,學風,学风,xuéfēng,
B08463,學府,学府,xuéfǔ,
A06930,血管,血管,xuèguǎn,
B08464,學貫中西,学贯中西,xuéguànzhōngxī,
B08482,血汗,血汗,xuèhàn,
B08483,血紅,血红,xuèhóng,
A06928,雪花,雪花,xuěhuā,
A06912,學會,学会,xuéhuì,
A06931,血跡,血迹,xuèjì,
A06929,雪茄,雪茄,xuějiā,
B08456,削價,削价,xuējià,
B08457,削減,削减,xuējiǎn,
B08484,血漿,血浆,xuèjiāng,
B08465,學界,学界,xuéjiè,
A06913,學科,学科,xuékē,
B08485,血泪 [血淚],血泪,xuèlèi,
B08466,學歷,学历,xuélì,
B08475,雪亮,雪亮,xuěliàng,
B08467,學齡,学龄,xuélíng,
B08486,血脈,血脉,xuèmài,
B08468,學年,学年,xuénián,
A06914,學派,学派,xuépài,
B08476,雪片,雪片,xuěpiàn,
B08469,學期,学期,xuéqī,
B08488,血氣,血气,xuèqì,
B08489,血親,血亲,xuèqīn,
B08490,血清,血清,xuèqīng,
B08491,血肉,血肉,xuèròu,
A06907,削弱,削弱,xuēruò,
B08492,血色,血色,xuèsè,
B08477,雪山,雪山,xuěshān,
B08478,雪上加霜,雪上加霜,xuěshàng-jiāshuāng,
A06915,學生,学生,xuésheng,
F818,學生,学生,xuésheng,
Q510,學生,学生,xuésheng,
B08470,學識,学识,xuéshí,
B08471,學士,学士,xuéshì,
A06916,學術,学术,xuéshù,
A06917,學説,学说,xuéshuō,
A06918,學堂,学堂,xuétáng,
B08493,血糖,血糖,xuètáng,
B08494,血統,血统,xuètǒng,
A06919,學徒,学徒,xuétú,
F819,學徒,学徒,xuétú,
B08459,穴位,穴位,xuéwèi,
B08472,學位,学位,xuéwèi,
A06920,學問,学问,xuéwen,
Q511,學問,学问,xuéwen,
A06921,學習,学习,xuéxí,
B08479,雪線,雪线,xuěxiàn,
A06922,學校,学校,xuéxiào,
B08496,血型,血型,xuèxíng,
B08495,血腥,血腥,xuèxīng,
B08497,血壓,血压,xuèyā,
B08473,學業,学业,xuéyè,
A06932,血液,血液,xuèyè,
A06923,學員,学员,xuéyuán,
A06924,學院,学院,xuéyuàn,
B08498,血緣,血缘,xuèyuán,
B08480,雪原,雪原,xuěyuán,
A06925,學者,学者,xuézhě,
B08474,學制,学制,xuézhì,
B08481,雪中送炭,雪中送炭,xuězhōng-sòngtàn,
B08458,靴子,靴子,xuēzi,
Q509,靴子,靴子,xuēzi,
B08401,虛構,虚构,xūgòu,
B08416,序號,序号,xùhào,
B08402,虛幻,虚幻,xūhuàn,
B08426,蓄積,蓄积,xùjī,
B08403,虛假,虚假,xūjiǎ,
A06874,酗酒,酗酒,xùjiǔ,
B08414,許久,许久,xǔjiǔ,
A06868,許可,许可,xǔkě,
B08417,序列,序列,xùliè,
B08404,虛名,虚名,xūmíng,
B08418,序幕,序幕,xùmù,
A06936,尋,寻,xún,
A06935,旬,旬,xún,
A06939,巡,巡,xún,
A06942,循,循,xún,
A06944,訓,训,xùn,
A06946,訊,讯,xùn,
A06947,汛,汛,xùn,
A06950,馴,驯,xùn,
A06948,迅,迅,xùn,
A06951,遜,逊,xùn,
A06934,熏  [薰],熏,xūn,
B08500,薰,薰,xūn,
B08505,巡查,巡查,xúnchá,
B08501,尋常,寻常,xúncháng,
B08510,訓斥,训斥,xùnchì,
B08502,尋訪,寻访,xúnfǎng,
B08515,馴服,驯服,xùnfú,
B08503,尋根,寻根,xúngēn,
B08512,訊號,讯号,xùnhào,
B08511,訓話,训话,xùnhuà,
B08516,馴化,驯化,xùnhuà,
A06943,循環,循环,xúnhuán,
B08506,巡迴,巡回,xúnhuí,
B08405,虛擬,虚拟,xūnǐ,
B08507,巡警,巡警,xúnjǐng,
B08508,巡禮,巡礼,xúnlǐ,
A06945,訓練,训练,xùnliàn,
B08517,馴鹿,驯鹿,xùnlù,
A06940,巡邏,巡逻,xúnluó,
B08514,迅猛,迅猛,xùnměng,
B08504,尋覓,寻觅,xúnmì,
A06952,殉難,殉难,xùnnàn,
B08513,汛期,汛期,xùnqī,
A06937,尋求,寻求,xúnqiú,
B08519,遜色,逊色,xùnsè,
B08509,巡視,巡视,xúnshì,
A06949,迅速,迅速,xùnsù,
F821,迅速,迅速,xùnsù,
B08499,熏陶,熏陶,xūntáo,
A06869,許諾,许诺,xǔnuò,
A06941,詢問,询问,xúnwèn,
B08518,馴養,驯养,xùnyǎng,
A06933,勛章,勋章,xūnzhāng,
A06938,尋找,寻找,xúnzhǎo,
A06863,需求,需求,xūqiú,
B08419,序曲,序曲,xùqǔ,
A06870,旭日,旭日,xùrì,
B08406,虛榮,虚荣,xūróng,
B08407,虛弱,虚弱,xūruò,
B08422,叙事,叙事,xùshì,
B08408,虛實,虚实,xūshí,
B08420,序數,序数,xùshù,
A06873,叙述,叙述,xùshù,
B08423,叙説,叙说,xùshuō,
B08409,虛妄,虚妄,xūwàng,
B08410,虛僞,虚伪,xūwěi,
B08411,虛無,虚无,xūwú,
B08412,虛線,虚线,xūxiàn,
B08413,虛心,虚心,xūxīn,
F814,徐徐,徐徐,xúxú,
B08421,序言,序言,xùyán,
B08398,須要,须要,xūyào,
A06864,需要,需要,xūyào,
B08427,蓄意,蓄意,xùyì,
B08399,須臾,须臾,xūyú,
B08415,許願,许愿,xǔyuàn,
B08400,須知,须知,xūzhī,
A06965,牙,牙,yá,
A06967,芽,芽,yá,
A06968,崖,崖,yá,
A06973,亞,亚,yà,
A06970,啞,哑,yǎ,
A06971,雅,雅,yǎ,
A06954,壓,压,yā,
A06961,呀,呀,yā,
A06962,押,押,yā,
A06964,鴨,鸭,yā,
A06972,軋,轧,yà / zhá,
B08533,啞巴,哑巴,yǎba,
Q515,啞巴,哑巴,yǎba,
A06966,牙齒,牙齿,yáchǐ,
B08532,蚜蟲,蚜虫,yáchóng,
B08520,壓倒,压倒,yādǎo,
B08521,壓低,压低,yādī,
B08528,牙膏,牙膏,yágāo,
B08539,壓根兒,压根儿,yàgēnr,
E091,壓根兒,压根儿,yàgēnr,
B08529,牙關,牙关,yáguān,
B08524,押金,押金,yājīn,
B08534,啞劇,哑剧,yǎjù,
B08536,亞軍,亚军,yàjūn,
A06955,壓力,压力,yālì,
B08537,亞麻,亚麻,yàmá,
A06969,衙門,衙门,yámen,
Q514,衙門,衙门,yámen,
A06985,嚴,严,yán,
A06993,言,言,yán,
A06996,岩,岩,yán,
A06981,延,延,yán,
A06999,沿,沿,yán,
A06998,炎,炎,yán,
A07008,鹽,盐,yán,
A07010,閻,阎,yán,
A07011,顔,颜,yán,
A07013,檐,檐,yán,
A07037,厭,厌,yàn,
A07039,硯,砚,yàn,
A07042,宴,宴,yàn,
A07040,艷,艳,yàn,
A07044,驗,验,yàn,
A07047,堰,堰,yàn,
A07049,焰,焰,yàn,
A07048,雁,雁,yàn,
A07014,衍,衍,yǎn,
A07015,掩,掩,yǎn,
A07018,眼,眼,yǎn,
A07026,演,演,yǎn,
A06976,煙,烟,yān,
A06979,淹,淹,yān,
A06978,焉,焉,yān,
B08556,腌,腌,yān,
A06980,燕,燕,yān / yàn,
A06974,咽,咽,yān / yàn / yè,
A07000,沿岸,沿岸,yán’àn,
A06977,煙囪,烟囱,yān•cōng,
F823,煙囱,烟囱,yān•cōng,
B08594,掩蔽,掩蔽,yǎnbì,
A07027,演變,演变,yǎnbiàn,
B08543,煙草,烟草,yāncǎo,
B08574,岩層,岩层,yáncéng,
A06982,延長,延长,yáncháng,
B08585,鹽場,盐场,yánchǎng,
A07028,演唱,演唱,yǎnchàng,
B08544,煙塵,烟尘,yānchén,
B08562,嚴懲,严惩,yánchéng,
B08558,延遲,延迟,yánchí,
A07029,演出,演出,yǎnchū,
B08570,言傳,言传,yánchuán,
B08571,言辭,言辞,yáncí,
B08545,煙袋,烟袋,yāndài,
B08598,眼底,眼底,yǎndǐ,
B08575,岩洞,岩洞,yándòng,
B08563,嚴冬,严冬,yándōng,
B08546,煙斗,烟斗,yāndǒu,
A07002,研讀,研读,yándú,
B08584,研發,研发,yánfā,
B08623,厭煩,厌烦,yànfán,
B08586,鹽分,盐分,yánfèn,
A07052,揚,扬,yáng,
A07053,羊,羊,yáng,
A07057,楊,杨,yáng,
A07055,陽,阳,yáng,
B08644,佯,佯,yáng,
A07058,洋,洋,yáng,
A07069,樣,样,yàng,
A07074,漾,漾,yàng,
A07059,仰,仰,yǎng,
A07061,養,养,yǎng,
A07065,氧,氧,yǎng,
A07068,癢,痒,yǎng,
A07051,秧,秧,yāng,
A07016,掩蓋,掩盖,yǎngài,
B08655,樣板,样板,yàngbǎn,
A07070,樣本,样本,yàngběn,
B08649,養病,养病,yǎngbìng,
B08636,揚長避短,扬长避短,yángcháng-bìduǎn,
B08645,洋葱,洋葱,yángcōng,
A06986,嚴格,严格,yángé,
A07062,養分,养分,yǎngfèn,
B08638,羊羔,羊羔,yánggāo,
B08632,秧歌,秧歌,yāngge,
Q520,秧歌,秧歌,yāngge,
A07056,陽光,阳光,yángguāng,
F831,陽光,阳光,yángguāng,
B08650,養護,养护,yǎnghù,
A07066,氧化,氧化,yǎnghuà,
B08651,養活,养活,yǎnghuo,
Q521,養活,养活,yǎnghuo,
B08652,養老,养老,yǎnglǎo,
B08639,陽曆,阳历,yánglì,
A07063,養料,养料,yǎngliào,
B08646,洋流,洋流,yángliú,
B08642,楊柳,杨柳,yángliǔ,
A07054,羊毛,羊毛,yángmáo,
B08643,楊梅,杨梅,yángméi,
B08633,秧苗,秧苗,yāngmiáo,
A07060,仰慕,仰慕,yǎngmù,
A07071,樣品,样品,yàngpǐn,
B08635,揚棄,扬弃,yángqì,
A07067,氧氣,氧气,yǎngqì,
A07050,央求,央求,yāngqiú,
B08653,養生,养生,yǎngshēng,
A07072,樣式,样式,yàngshì,
B08640,陽台,阳台,yángtái,
B08634,秧田,秧田,yāngtián,
A07019,眼光,眼光,yǎnguāng,
B08648,仰望,仰望,yǎngwàng,
B08641,陽性,阳性,yángxìng,
B08637,揚言,扬言,yángyán,
B08647,洋溢,洋溢,yángyì,
B08654,養育,养育,yǎngyù,
A07064,養殖,养殖,yǎngzhí,
A07073,樣子,样子,yàngzi,
F832,樣子,样子,yàngzi,
Q522,樣子,样子,yàngzi,
A07001,沿海,沿海,yánhǎi,
A06987,嚴寒,严寒,yánhán,
B08599,眼紅,眼红,yǎnhóng,
B08541,殷紅,殷红,yānhóng,
B08540,咽喉,咽喉,yānhóu,
A07017,掩護,掩护,yǎnhù,
A07030,演化,演化,yǎnhuà,
B08600,眼花,眼花,yǎnhuā,
B08547,煙花,烟花,yānhuā,
B08601,眼花繚亂,眼花缭乱,yǎnhuā-liáoluàn,
B08559,延緩,延缓,yánhuǎn,
A07043,宴會,宴会,yànhuì,
B08548,煙灰,烟灰,yānhuī,
B08629,焰火,焰火,yànhuǒ,
B08549,煙火,烟火,yānhuǒ,
A07031,演技,演技,yǎnjì,
B08603,眼見,眼见,yǎnjiàn,
B08602,眼瞼,眼睑,yǎnjiǎn,
B08576,岩漿,岩浆,yánjiāng,
A07032,演講,演讲,yǎnjiǎng,
B08604,眼角,眼角,yǎnjiǎo,
B08605,眼界,眼界,yǎnjiè,
B08565,嚴禁,严禁,yánjìn,
B08564,嚴謹,严谨,yánjǐn,
B08616,演進,演进,yǎnjìn,
A07020,眼睛,眼睛,yǎnjing,
Q518,眼睛,眼睛,yǎnjing,
A07021,眼鏡,眼镜,yǎnjìng,
F827,眼睛,眼睛,yǎnjīng,
E137,眼鏡兒,眼镜儿,yǎnjìngr,
A07003,研究,研究,yánjiū,
A07004,研究生,研究生,yánjiūshēng,
